x,y
54.88135039273247,71.51893663724195
60.276337607164386,54.48831829968969
42.36547993389047,64.58941130666561
43.75872112626925,89.17730007820798
96.36627605010293,38.34415188257777
79.17250380826646,52.88949197529045
56.80445610939323,92.5596638292661
7.103605819788694,8.712929970154072
2.021839744032572,83.2619845547938
77.81567509498505,87.00121482468191
97.8618342232764,79.91585642167236
46.147936225293186,78.05291762864555
11.827442586893323,63.99210213275238
14.33532874090464,94.46689170495839
52.184832175007166,41.46619399905236
26.455561210462697,77.42336894342166
45.615033221654855,56.84339488686485
1.8789800436355142,61.76354970758771
61.20957227224214,61.69339968747569
94.37480785146242,68.18202991034835
35.9507900573786,43.703195379934144
69.76311959272648,6.022547162926983
66.67667154456677,67.06378696181594
21.03825610738409,12.892629765485331
31.542835092418386,36.37107709426226
57.019677041787965,43.86015134623204
98.83738380592261,10.204481074802807
20.88767560948347,16.130951788499626
65.31083254653984,25.329160253978213
46.63107728563063,24.442559200160275
15.896958364551972,11.037514116430513
65.63295894652734,13.81829513486138
19.65823616800535,36.872517066096414
82.09932298479352,9.710127579306127
83.7944907498804,9.609840789396307
97.64594650133958,46.86512016477016
97.67610881903371,60.4845519745046
73.92635793983017,3.9187792254320675
28.280696257640958,12.01965612131689
29.614019752214492,11.872771895424405
31.798317939397602,41.426299451466996
6.4147496348784365,69.24721193700198
56.660145420657514,26.53894909394454
52.32480534666997,9.394051075844168
57.59464955561793,92.92961975762141
31.856895245132367,66.74103799636816
13.179786240439217,71.63272041185655
28.94060929472011,18.319136200711682
58.65129348100832,2.0107546187493552
82.89400292173632,0.46954761925470656
67.781653679623,27.000797319216485
73.5194022122595,96.21885451174383
24.875314351995804,57.61573344178369
59.2041931271839,57.22519057908734
22.308163264061832,95.2749011516985
44.71253786176273,84.64086724711278
69.94792753175044,29.743695085513366
81.37978197024772,39.65057408469846
88.11031971111616,58.12728726358587
88.17353618548528,69.25315900777659
72.52542798196406,50.13243819267023
95.6083634723224,64.39901992296375
42.38550485581797,60.639321412792434
1.9193198309333526,30.15748166745493
66.01735374926851,29.007760721044406
61.801542899884154,42.87687009457662
13.547406422245023,29.828232595603076
56.99649107012649,59.08727612481732
57.43252488495788,65.32008198571336
65.21032700016889,43.14184354339739
89.6546595851063,36.75618700478965
43.58649252656268,89.19233550156721
80.61939890460857,70.38885835403663
10.022688731230112,91.94826137446735
71.42412995491114,99.88470065678665
14.944830465799374,86.81260573682142
16.249293467637482,61.55595642838442
12.381998284944151,84.80082293222344
80.73189587250107,56.91007386145933
40.71832972259997,6.916699545513804
69.74287731445636,45.35426826780689
72.20555994703479,86.63823259286292
97.55215050028858,85.5803342392611
1.1714084185001972,35.99780644783639
72.9990562424058,17.162967726144053
52.10366062041293,5.433798833925363
19.999652489640006,1.8521794460613972
79.36977033574206,22.392468806038014
34.53516806969027,92.80812934655908
70.44144019235328,3.1838929531307847
16.469415649791273,62.14784014997635
57.72285886041676,23.78928213745086
93.42139979247938,61.3965955965896
53.56328030249583,58.9909976354571
73.01220295167697,31.194499547960184
39.82210622160919,20.984374897512215
18.619300588033617,94.43723899839335
73.95507950492876,49.04588086175671
22.741462797332325,25.435648177039294
5.802916032387562,43.44166255581208
